state,Denominator,prevalence_per_1000,lower_ci,upper_ci,Prevalence Range,Show Lower and Upper CI,year,data_set
New York,2421417.0,11.8,,,10 to <20,No,2015,Special Education Child Count
New York,2422245.0,13.0,,,10 to <20,No,2016,Special Education Child Count
New York,2418863.0,14.2,,,10 to <20,No,2017,Special Education Child Count
New York,2397417.0,15.6,,,10 to <20,No,2018,Special Education Child Count
New York,2380218.0,17.1,,,10 to <20,No,2019,Special Education Child Count
New York,2329275.0,20.4,,,20 to <30,No,2020,Special Education Child Count
New York,2266560.0,22.0,,,20 to <30,No,2021,Special Education Child Count
New York,2243012.0,24.3,,,20 to <30,No,2022,Special Education Child Count
North Carolina,20725.0,6.5,,,<10,No,2002,ADDM Network*
North Carolina,20187.0,8.7,,,<10,No,2004,ADDM Network*
North Carolina,22195.0,10.4,,,10 to <20,No,2006,ADDM Network*
North Carolina,36913.0,14.2,,,10 to <20,No,2008,ADDM Network*
North Carolina,37783.0,17.3,,,10 to <20,No,2010,ADDM Network*
North Carolina,38913.0,16.8,,,10 to <20,No,2012,ADDM Network*
North Carolina,30283.0,17.4,,,10 to <20,No,2014,ADDM Network*
North Carolina,19291.0,25.3,,,20 to <30,No,2016,ADDM Network*
North Carolina,435822.0,3.4,,,<10,No,2000,Medicaid
North Carolina,482049.0,3.5,,,<10,No,2001,Medicaid
North Carolina,506880.0,3.7,,,<10,No,2002,Medicaid
North Carolina,537981.0,3.9,,,<10,No,2003,Medicaid
North Carolina,566243.0,4.5,,,<10,No,2004,Medicaid
North Carolina,582887.0,5.3,,,<10,No,2005,Medicaid
North Carolina,619018.0,5.8,,,<10,No,2006,Medicaid
North Carolina,627426.0,6.6,,,<10,No,2007,Medicaid
North Carolina,653821.0,7.7,,,<10,No,2008,Medicaid
North Carolina,702889.0,8.0,,,<10,No,2009,Medicaid
North Carolina,744006.0,8.6,,,<10,No,2010,Medicaid
North Carolina,767362.0,8.9,,,<10,No,2011,Medicaid
North Carolina,802643.0,8.3,,,<10,No,2012,Medicaid
North Carolina,832358.0,5.9,,,<10,No,2013,Medicaid
North Carolina,1024459.0,9.4,,,<10,No,2016,Medicaid
North Carolina,1034097.0,10.7,,,10 to <20,No,2017,Medicaid
North Carolina,1034680.0,11.7,,,10 to <20,No,2018,Medicaid
North Carolina,1023773.0,13.4,,,10 to <20,No,2019,Medicaid
North Carolina,1007326.0,13.9,,,10 to <20,No,2020,Medicaid
North Carolina,1070713.0,15.3,,,10 to <20,No,2021,Medicaid
North Carolina,1110755.0,16.3,,,10 to <20,No,2022,Medicaid
North Carolina,1558.0,25.6,,,20 to <30,No,2011,National Survey of Children's Health†
North Carolina,2876.0,24.0,,,20 to <30,No,2020,National Survey of Children's Health†
North Carolina,1375.0,16.6,,,10 to <20,No,2022,National Survey of Children's Health†
North Carolina,1183821.0,1.9,,,<10,No,2000,Special Education Child Count
North Carolina,1203271.0,2.4,,,<10,No,2001,Special Education Child Count
North Carolina,1220801.0,2.7,,,<10,No,2002,Special Education Child Count
North Carolina,1239187.0,3.1,,,<10,No,2003,Special Education Child Count
North Carolina,1261533.0,3.6,,,<10,No,2004,Special Education Child Count
North Carolina,1289760.0,4.1,,,<10,No,2005,Special Education Child Count
North Carolina,1309437.0,4.7,,,<10,No,2006,Special Education Child Count
North Carolina,1351567.0,5.2,,,<10,No,2007,Special Education Child Count
North Carolina,1346685.0,5.9,,,<10,No,2008,Special Education Child Count
North Carolina,1351217.0,6.7,,,<10,No,2009,Special Education Child Count
North Carolina,1350523.0,7.4,,,<10,No,2010,Special Education Child Count
North Carolina,1356317.0,8.1,,,<10,No,2011,Special Education Child Count
North Carolina,1366747.0,8.7,,,<10,No,2012,Special Education Child Count
North Carolina,1377670.0,9.4,,,<10,No,2013,Special Education Child Count
North Carolina,1396051.0,10.0,,,10 to <20,No,2014,Special Education Child Count
North Carolina,1408521.0,10.6,,,10 to <20,No,2015,Special Education Child Count
North Carolina,1415113.0,11.2,,,10 to <20,No,2016,Special Education Child Count
North Carolina,1417940.0,11.9,,,10 to <20,No,2017,Special Education Child Count
North Carolina,1418033.0,12.6,,,10 to <20,No,2018,Special Education Child Count
North Carolina,1420581.0,13.4,,,10 to <20,No,2019,Special Education Child Count
North Carolina,1391419.0,14.4,,,10 to <20,No,2020,Special Education Child Count
North Carolina,1389653.0,15.5,,,10 to <20,No,2021,Special Education Child Count
North Carolina,1406267.0,16.9,,,10 to <20,No,2022,Special Education Child Count
North Dakota,21041.0,2.9,,,<10,No,2000,Medicaid
North Dakota,21553.0,3.2,,,<10,No,2001,Medicaid
North Dakota,23278.0,3.5,,,<10,No,2002,Medicaid
North Dakota,24670.0,6.0,,,<10,No,2003,Medicaid
North Dakota,24625.0,8.3,,,<10,No,2004,Medicaid
North Dakota,24661.0,9.7,,,<10,No,2005,Medicaid
North Dakota,23922.0,10.6,,,10 to <20,No,2006,Medicaid
North Dakota,23602.0,11.9,,,10 to <20,No,2007,Medicaid
North Dakota,24576.0,12.7,,,10 to <20,No,2008,Medicaid
North Dakota,28646.0,11.6,,,10 to <20,No,2009,Medicaid
North Dakota,30934.0,10.6,,,10 to <20,No,2010,Medicaid
North Dakota,32032.0,11.3,,,10 to <20,No,2011,Medicaid
North Dakota,32620.0,11.9,,,10 to <20,No,2012,Medicaid
North Dakota,32568.0,14.4,,,10 to <20,No,2013,Medicaid
North Dakota,38798.0,15.3,,,10 to <20,No,2016,Medicaid
North Dakota,39699.0,17.7,,,10 to <20,No,2017,Medicaid
North Dakota,39603.0,19.1,,,10 to <20,No,2018,Medicaid
North Dakota,39252.0,21.1,,,20 to <30,No,2019,Medicaid
North Dakota,39800.0,22.0,,,20 to <30,No,2020,Medicaid
North Dakota,44644.0,24.3,,,20 to <30,No,2021,Medicaid
North Dakota,46899.0,27.2,,,20 to <30,No,2022,Medicaid
North Dakota,2859.0,16.0,,,10 to <20,No,2020,National Survey of Children's Health†
North Dakota,1264.0,39.3,,,30+,No,2022,National Survey of Children's Health†
North Dakota,101354.0,1.1,,,<10,No,2000,Special Education Child Count
North Dakota,98267.0,1.4,,,<10,No,2001,Special Education Child Count
North Dakota,96439.0,1.7,,,<10,No,2002,Special Education Child Count
North Dakota,94590.0,2.1,,,<10,No,2003,Special Education Child Count
North Dakota,92781.0,2.4,,,<10,No,2004,Special Education Child Count
North Dakota,90652.0,2.9,,,<10,No,2005,Special Education Child Count
North Dakota,89043.0,3.5,,,<10,No,2006,Special Education Child Count
North Dakota,87420.0,4.3,,,<10,No,2007,Special Education Child Count
North Dakota,86249.0,5.1,,,<10,No,2008,Special Education Child Count
North Dakota,86316.0,5.9,,,<10,No,2009,Special Education Child Count
North Dakota,87345.0,6.1,,,<10,No,2010,Special Education Child Count
North Dakota,87704.0,6.6,,,<10,No,2011,Special Education Child Count
North Dakota,90685.0,7.1,,,<10,No,2012,Special Education Child Count
North Dakota,93071.0,7.4,,,<10,No,2013,Special Education Child Count
North Dakota,95492.0,8.3,,,<10,No,2014,Special Education Child Count
North Dakota,97489.0,8.7,,,<10,No,2015,Special Education Child Count
North Dakota,98195.0,9.8,,,<10,No,2016,Special Education Child Count
North Dakota,99869.0,10.9,,,10 to <20,No,2017,Special Education Child Count
North Dakota,101709.0,11.7,,,10 to <20,No,2018,Special Education Child Count
North Dakota,103434.0,12.4,,,10 to <20,No,2019,Special Education Child Count
North Dakota,103179.0,13.4,,,10 to <20,No,2020,Special Education Child Count
North Dakota,104500.0,14.2,,,10 to <20,No,2021,Special Education Child Count
North Dakota,106317.0,15.4,,,10 to <20,No,2022,Special Education Child Count
Ohio,562133.0,2.5,,,<10,No,2000,Medicaid
Ohio,680239.0,2.5,,,<10,No,2001,Medicaid
Ohio,714335.0,2.7,,,<10,No,2002,Medicaid
Ohio,767543.0,2.9,,,<10,No,2003,Medicaid
Ohio,802186.0,3.5,,,<10,No,2004,Medicaid
Ohio,825396.0,3.7,,,<10,No,2005,Medicaid
Ohio,836357.0,3.9,,,<10,No,2006,Medicaid
Ohio,840254.0,4.1,,,<10,No,2007,Medicaid
Ohio,851303.0,4.8,,,<10,No,2008,Medicaid
Ohio,910230.0,5.9,,,<10,No,2009,Medicaid
Ohio,958848.0,6.4,,,<10,No,2010,Medicaid
Ohio,982164.0,7.6,,,<10,No,2011,Medicaid
Ohio,996369.0,8.0,,,<10,No,2012,Medicaid
Ohio,993836.0,8.5,,,<10,No,2013,Medicaid
Ohio,1059766.0,12.8,,,10 to <20,No,2016,Medicaid
Ohio,1061068.0,14.0,,,10 to <20,No,2017,Medicaid
Ohio,1028234.0,15.5,,,10 to <20,No,2018,Medicaid
Ohio,1001248.0,17.0,,,10 to <20,No,2019,Medicaid
Ohio,982518.0,17.2,,,10 to <20,No,2020,Medicaid
Ohio,1035074.0,18.6,,,10 to <20,No,2021,Medicaid
Ohio,1074089.0,20.2,,,20 to <30,No,2022,Medicaid
Ohio,1634.0,22.0,,,20 to <30,No,2011,National Survey of Children's Health†
Ohio,2884.0,26.0,,,20 to <30,No,2020,National Survey of Children's Health†
Ohio,2550.0,29.2,,,20 to <30,No,2022,National Survey of Children's Health†
Ohio,1675014.0,1.3,,,<10,No,2000,Special Education Child Count
Ohio,1673476.0,1.7,,,<10,No,2001,Special Education Child Count
Ohio,1678807.0,2.3,,,<10,No,2002,Special Education Child Count
Ohio,1685241.0,2.9,,,<10,No,2003,Special Education Child Count
Ohio,1679698.0,3.6,,,<10,No,2004,Special Education Child Count
Ohio,1674038.0,4.3,,,<10,No,2005,Special Education Child Count
Ohio,1671958.0,5.1,,,<10,No,2006,Special Education Child Count
Ohio,1663480.0,5.6,,,<10,No,2007,Special Education Child Count
Ohio,1648885.0,6.4,,,<10,No,2008,Special Education Child Count
Ohio,1603854.0,7.8,,,<10,No,2009,Special Education Child Count
Ohio,1594180.0,8.7,,,<10,No,2010,Special Education Child Count
Ohio,1579692.0,9.4,,,<10,No,2011,Special Education Child Count
Ohio,1570484.0,10.0,,,10 to <20,No,2012,Special Education Child Count
Ohio,1564631.0,10.7,,,10 to <20,No,2013,Special Education Child Count
Ohio,1564662.0,11.2,,,10 to <20,No,2014,Special Education Child Count
Ohio,1559370.0,11.7,,,10 to <20,No,2015,Special Education Child Count
Ohio,1551479.0,12.5,,,10 to <20,No,2016,Special Education Child Count
Ohio,1543053.0,13.4,,,10 to <20,No,2017,Special Education Child Count
Ohio,1531273.0,14.2,,,10 to <20,No,2018,Special Education Child Count
Ohio,1522852.0,15.1,,,10 to <20,No,2019,Special Education Child Count
Ohio,1501314.0,16.5,,,10 to <20,No,2020,Special Education Child Count
Ohio,1519515.0,17.4,,,10 to <20,No,2021,Special Education Child Count
Ohio,1516800.0,19.1,,,10 to <20,No,2022,Special Education Child Count
Oklahoma,252657.0,1.1,,,<10,No,2000,Medicaid
Oklahoma,277750.0,1.3,,,<10,No,2001,Medicaid
Oklahoma,325747.0,1.4,,,<10,No,2002,Medicaid
Oklahoma,298071.0,1.5,,,<10,No,2003,Medicaid
Oklahoma,311496.0,1.8,,,<10,No,2004,Medicaid
Oklahoma,323453.0,2.2,,,<10,No,2005,Medicaid
Oklahoma,330285.0,2.8,,,<10,No,2006,Medicaid
Oklahoma,346026.0,3.8,,,<10,No,2007,Medicaid
Oklahoma,346814.0,4.9,,,<10,No,2008,Medicaid
Oklahoma,369633.0,5.6,,,<10,No,2009,Medicaid
Oklahoma,392456.0,6.3,,,<10,No,2010,Medicaid
Oklahoma,404595.0,7.1,,,<10,No,2011,Medicaid
Oklahoma,418163.0,8.2,,,<10,No,2012,Medicaid
Oklahoma,421415.0,8.7,,,<10,No,2013,Medicaid
Oklahoma,442202.0,10.4,,,10 to <20,No,2016,Medicaid
Oklahoma,454365.0,10.3,,,10 to <20,No,2017,Medicaid
Oklahoma,442695.0,11.2,,,10 to <20,No,2018,Medicaid
Oklahoma,439777.0,11.9,,,10 to <20,No,2019,Medicaid
Oklahoma,454254.0,12.1,,,10 to <20,No,2020,Medicaid
Oklahoma,493503.0,13.4,,,10 to <20,No,2021,Medicaid
Oklahoma,519702.0,15.7,,,10 to <20,No,2022,Medicaid
Oklahoma,1533.0,12.3,,,10 to <20,No,2007,National Survey of Children's Health†
Oklahoma,1563.0,19.8,,,10 to <20,No,2011,National Survey of Children's Health†
Oklahoma,2743.0,30.2,,,30+,No,2020,National Survey of Children's Health†
Oklahoma,1367.0,39.5,,,30+,No,2022,National Survey of Children's Health†
Oklahoma,553268.0,1.1,,,<10,No,2000,Special Education Child Count
Oklahoma,549715.0,1.4,,,<10,No,2001,Special Education Child Count
Oklahoma,547381.0,1.4,,,<10,No,2002,Special Education Child Count
Oklahoma,545292.0,1.7,,,<10,No,2003,Special Education Child Count
Oklahoma,545919.0,2.0,,,<10,No,2004,Special Education Child Count
Oklahoma,548852.0,2.4,,,<10,No,2005,Special Education Child Count
Oklahoma,551673.0,2.8,,,<10,No,2006,Special Education Child Count
Oklahoma,553905.0,3.3,,,<10,No,2007,Special Education Child Count
Oklahoma,555236.0,3.7,,,<10,No,2008,Special Education Child Count
Oklahoma,562297.0,4.2,,,<10,No,2009,Special Education Child Count
Oklahoma,565311.0,4.9,,,<10,No,2010,Special Education Child Count
Oklahoma,568946.0,5.6,,,<10,No,2011,Special Education Child Count
Oklahoma,574282.0,6.5,,,<10,No,2012,Special Education Child Count
Oklahoma,582209.0,6.8,,,<10,No,2013,Special Education Child Count
Oklahoma,589376.0,7.5,,,<10,No,2014,Special Education Child Count
Oklahoma,596154.0,8.3,,,<10,No,2015,Special Education Child Count
Oklahoma,598799.0,8.9,,,<10,No,2016,Special Education Child Count
Oklahoma,601445.0,9.9,,,<10,No,2017,Special Education Child Count
Oklahoma,604425.0,10.6,,,10 to <20,No,2018,Special Education Child Count
Oklahoma,609046.0,11.3,,,10 to <20,No,2019,Special Education Child Count
Oklahoma,606566.0,12.0,,,10 to <20,No,2020,Special Education Child Count
Oklahoma,609389.0,12.8,,,10 to <20,No,2021,Special Education Child Count
Oklahoma,613431.0,14.1,,,10 to <20,No,2022,Special Education Child Count
Oregon,154884.0,4.7,,,<10,No,2000,Medicaid
Oregon,165685.0,5.0,,,<10,No,2001,Medicaid
Oregon,175645.0,5.6,,,<10,No,2002,Medicaid
Oregon,174605.0,6.2,,,<10,No,2003,Medicaid
Oregon,178898.0,6.4,,,<10,No,2004,Medicaid
Oregon,180745.0,6.8,,,<10,No,2005,Medicaid
Oregon,177740.0,7.2,,,<10,No,2006,Medicaid
Oregon,166724.0,8.3,,,<10,No,2007,Medicaid
Oregon,170792.0,7.8,,,<10,No,2008,Medicaid
Oregon,191205.0,8.4,,,<10,No,2009,Medicaid
Oregon,225437.0,8.3,,,<10,No,2010,Medicaid
Oregon,248952.0,8.5,,,<10,No,2011,Medicaid
Oregon,260054.0,8.6,,,<10,No,2012,Medicaid
Oregon,258573.0,9.5,,,<10,No,2013,Medicaid
Oregon,382783.0,9.9,,,<10,No,2016,Medicaid
Oregon,370910.0,11.4,,,10 to <20,No,2017,Medicaid
Oregon,361522.0,12.9,,,10 to <20,No,2018,Medicaid
Oregon,360899.0,14.4,,,10 to <20,No,2019,Medicaid
Oregon,360332.0,13.7,,,10 to <20,No,2020,Medicaid
Oregon,384210.0,13.6,,,10 to <20,No,2021,Medicaid
Oregon,402323.0,14.9,,,10 to <20,No,2022,Medicaid
Oregon,1648.0,10.1,,,10 to <20,No,2003,National Survey of Children's Health†
Oregon,1530.0,19.2,,,10 to <20,No,2007,National Survey of Children's Health†
Oregon,1592.0,30.9,,,30+,No,2011,National Survey of Children's Health†
Oregon,4939.0,30.9,,,30+,No,2020,National Survey of Children's Health†
Oregon,4581.0,28.9,,,20 to <30,No,2022,National Survey of Children's Health†
Oregon,505082.0,4.7,,,<10,No,2000,Special Education Child Count
Oregon,510574.0,5.2,,,<10,No,2001,Special Education Child Count
Oregon,512972.0,6.2,,,<10,No,2002,Special Education Child Count
Oregon,509235.0,6.9,,,<10,No,2003,Special Education Child Count
Oregon,511489.0,7.9,,,<10,No,2004,Special Education Child Count
Oregon,510269.0,8.8,,,<10,No,2005,Special Education Child Count
Oregon,520824.0,9.8,,,<10,No,2006,Special Education Child Count
Oregon,523572.0,10.8,,,10 to <20,No,2007,Special Education Child Count
Oregon,522982.0,11.6,,,10 to <20,No,2008,Special Education Child Count
Oregon,521133.0,12.4,,,10 to <20,No,2009,Special Education Child Count
Oregon,520672.0,12.9,,,10 to <20,No,2010,Special Education Child Count
Oregon,519468.0,13.4,,,10 to <20,No,2011,Special Education Child Count
Oregon,521072.0,13.9,,,10 to <20,No,2012,Special Education Child Count
Oregon,524370.0,14.1,,,10 to <20,No,2013,Special Education Child Count
Oregon,529212.0,14.5,,,10 to <20,No,2014,Special Education Child Count
Oregon,534754.0,14.8,,,10 to <20,No,2015,Special Education Child Count
Oregon,537120.0,15.1,,,10 to <20,No,2016,Special Education Child Count
Oregon,538764.0,15.8,,,10 to <20,No,2017,Special Education Child Count
Oregon,539688.0,16.5,,,10 to <20,No,2018,Special Education Child Count
Oregon,540297.0,17.5,,,10 to <20,No,2019,Special Education Child Count
Oregon,524766.0,18.4,,,10 to <20,No,2020,Special Education Child Count
Oregon,515196.0,18.9,,,10 to <20,No,2021,Special Education Child Count
Oregon,515354.0,20.8,,,20 to <30,No,2022,Special Education Child Count
Pennsylvania,21061.0,5.3,,,<10,No,2002,ADDM Network*
Pennsylvania,17886.0,8.4,,,<10,No,2006,ADDM Network*
Pennsylvania,18440.0,13.3,,,10 to <20,No,2008,ADDM Network*
Pennsylvania,7066.0,47.4,,,30+,No,2022,ADDM Network*
Pennsylvania,573278.0,4.2,,,<10,No,2000,Medicaid
Pennsylvania,589318.0,5.2,,,<10,No,2001,Medicaid
Pennsylvania,613611.0,4.9,,,<10,No,2002,Medicaid
Pennsylvania,638268.0,4.9,,,<10,No,2003,Medicaid
Pennsylvania,677306.0,5.1,,,<10,No,2004,Medicaid
Pennsylvania,709774.0,5.5,,,<10,No,2005,Medicaid
Pennsylvania,714603.0,6.2,,,<10,No,2006,Medicaid
Pennsylvania,684904.0,4.6,,,<10,No,2007,Medicaid
Pennsylvania,723857.0,2.7,,,<10,No,2008,Medicaid
Pennsylvania,757320.0,2.9,,,<10,No,2009,Medicaid
Pennsylvania,797425.0,2.8,,,<10,No,2010,Medicaid
Pennsylvania,830613.0,2.9,,,<10,No,2011,Medicaid
Pennsylvania,834046.0,11.0,,,10 to <20,No,2012,Medicaid
Pennsylvania,841514.0,35.3,,,30+,No,2013,Medicaid
Pennsylvania,961141.0,35.9,,,30+,No,2016,Medicaid
Pennsylvania,980690.0,36.9,,,30+,No,2017,Medicaid
Pennsylvania,1057019.0,35.6,,,30+,No,2018,Medicaid
Pennsylvania,1075132.0,35.9,,,30+,No,2019,Medicaid
Pennsylvania,1094559.0,34.5,,,30+,No,2020,Medicaid
Pennsylvania,1136068.0,34.7,,,30+,No,2021,Medicaid
Pennsylvania,1182838.0,36.6,,,30+,No,2022,Medicaid
Pennsylvania,1869.0,8.1,,,<10,No,2003,National Survey of Children's Health†
Pennsylvania,1594.0,23.0,,,20 to <30,No,2011,National Survey of Children's Health†
Pennsylvania,2928.0,37.0,,,30+,No,2020,National Survey of Children's Health†
Pennsylvania,1982.0,45.2,,,30+,No,2022,National Survey of Children's Health†
Pennsylvania,1680063.0,1.9,,,<10,No,2000,Special Education Child Count
Pennsylvania,1694084.0,2.2,,,<10,No,2001,Special Education Child Count
Pennsylvania,1691071.0,2.7,,,<10,No,2002,Special Education Child Count
Pennsylvania,1693953.0,3.3,,,<10,No,2003,Special Education Child Count
Pennsylvania,1690520.0,4.0,,,<10,No,2004,Special Education Child Count
Pennsylvania,1690385.0,4.7,,,<10,No,2005,Special Education Child Count
Pennsylvania,1728834.0,5.4,,,<10,No,2006,Special Education Child Count
Pennsylvania,1664918.0,6.7,,,<10,No,2007,Special Education Child Count
Pennsylvania,1632752.0,8.0,,,<10,No,2008,Special Education Child Count
Pennsylvania,1639316.0,9.1,,,<10,No,2009,Special Education Child Count
Pennsylvania,1646680.0,10.2,,,10 to <20,No,2010,Special Education Child Count
Pennsylvania,1626936.0,11.7,,,10 to <20,No,2011,Special Education Child Count
Pennsylvania,1620867.0,12.7,,,10 to <20,No,2012,Special Education Child Count
Pennsylvania,1617377.0,14.0,,,10 to <20,No,2013,Special Education Child Count
Pennsylvania,1607656.0,15.0,,,10 to <20,No,2014,Special Education Child Count
Pennsylvania,1588330.0,16.1,,,10 to <20,No,2015,Special Education Child Count
Pennsylvania,1596801.0,16.9,,,10 to <20,No,2016,Special Education Child Count
Pennsylvania,1597268.0,17.8,,,10 to <20,No,2017,Special Education Child Count
Pennsylvania,1599462.0,18.7,,,10 to <20,No,2018,Special Education Child Count
Pennsylvania,1589964.0,20.0,,,20 to <30,No,2019,Special Education Child Count
Pennsylvania,1586329.0,21.7,,,20 to <30,No,2020,Special Education Child Count
Pennsylvania,1567923.0,23.3,,,20 to <30,No,2021,Special Education Child Count
Pennsylvania,1567598.0,25.4,,,20 to <30,No,2022,Special Education Child Count
Puerto Rico,17457.0,26.4,,,20 to <30,No,2022,ADDM Network*
Puerto Rico,294940.0,6.2,,,<10,No,2016,Medicaid
Puerto Rico,308021.0,4.8,,,<10,No,2017,Medicaid
Puerto Rico,328186.0,4.0,,,<10,No,2018,Medicaid
Puerto Rico,310888.0,4.5,,,<10,No,2019,Medicaid
Puerto Rico,281035.0,5.5,,,<10,No,2020,Medicaid
Puerto Rico,295894.0,6.4,,,<10,No,2021,Medicaid
Puerto Rico,296328.0,5.1,,,<10,No,2022,Medicaid
Puerto Rico,247349.0,21.7,,,20 to <30,No,2020,Special Education Child Count
Puerto Rico,231817.0,25.8,,,20 to <30,No,2021,Special Education Child Count
Puerto Rico,223865.0,32.3,,,30+,No,2022,Special Education Child Count
Rhode Island,66153.0,4.8,,,<10,No,2000,Medicaid
Rhode Island,69924.0,5.2,,,<10,No,2001,Medicaid
Rhode Island,73167.0,5.7,,,<10,No,2002,Medicaid
Rhode Island,74320.0,7.2,,,<10,No,2003,Medicaid
Rhode Island,76203.0,8.1,,,<10,No,2004,Medicaid
Rhode Island,76748.0,9.4,,,<10,No,2005,Medicaid
Rhode Island,76442.0,11.3,,,10 to <20,No,2006,Medicaid
Rhode Island,74838.0,14.4,,,10 to <20,No,2007,Medicaid
Rhode Island,72401.0,17.4,,,10 to <20,No,2008,Medicaid
Rhode Island,74866.0,17.9,,,10 to <20,No,2009,Medicaid
Rhode Island,79463.0,18.6,,,10 to <20,No,2010,Medicaid
Rhode Island,79721.0,19.2,,,10 to <20,No,2011,Medicaid
Rhode Island,81835.0,20.1,,,20 to <30,No,2012,Medicaid
Rhode Island,84266.0,20.3,,,20 to <30,No,2013,Medicaid
Rhode Island,95571.0,21.9,,,20 to <30,No,2016,Medicaid
Rhode Island,102038.0,21.7,,,20 to <30,No,2017,Medicaid
Rhode Island,102694.0,23.0,,,20 to <30,No,2018,Medicaid
Rhode Island,66333.0,29.1,,,20 to <30,No,2019,Medicaid
Rhode Island,101587.0,22.8,,,20 to <30,No,2020,Medicaid
Rhode Island,104866.0,24.0,,,20 to <30,No,2021,Medicaid
Rhode Island,107139.0,26.0,,,20 to <30,No,2022,Medicaid
Rhode Island,1511.0,10.9,,,10 to <20,No,2007,National Survey of Children's Health†
Rhode Island,1624.0,17.7,,,10 to <20,No,2011,National Survey of Children's Health†
Rhode Island,2743.0,29.4,,,20 to <30,No,2020,National Survey of Children's Health†
Rhode Island,1317.0,20.6,,,20 to <30,No,2022,National Survey of Children's Health†
Rhode Island,142321.0,2.1,,,<10,No,2000,Special Education Child Count
Rhode Island,146113.0,2.5,,,<10,No,2001,Special Education Child Count
Rhode Island,147307.0,3.1,,,<10,No,2002,Special Education Child Count
Rhode Island,147200.0,3.7,,,<10,No,2003,Special Education Child Count
Rhode Island,146041.0,4.4,,,<10,No,2004,Special Education Child Count
Rhode Island,142154.0,5.4,,,<10,No,2005,Special Education Child Count
Rhode Island,139617.0,7.0,,,<10,No,2006,Special Education Child Count
Rhode Island,136019.0,8.2,,,<10,No,2007,Special Education Child Count
Rhode Island,133452.0,9.4,,,<10,No,2008,Special Education Child Count
Rhode Island,132755.0,10.0,,,10 to <20,No,2009,Special Education Child Count
Rhode Island,131682.0,11.3,,,10 to <20,No,2010,Special Education Child Count
Rhode Island,130711.0,12.7,,,10 to <20,No,2011,Special Education Child Count
Rhode Island,129627.0,13.4,,,10 to <20,No,2012,Special Education Child Count
Rhode Island,129276.0,14.0,,,10 to <20,No,2013,Special Education Child Count
Rhode Island,129705.0,14.4,,,10 to <20,No,2014,Special Education Child Count
Rhode Island,129667.0,14.8,,,10 to <20,No,2015,Special Education Child Count
Rhode Island,129593.0,15.2,,,10 to <20,No,2016,Special Education Child Count
Rhode Island,130466.0,15.6,,,10 to <20,No,2017,Special Education Child Count
Rhode Island,130527.0,16.3,,,10 to <20,No,2018,Special Education Child Count
Rhode Island,130511.0,16.6,,,10 to <20,No,2019,Special Education Child Count
Rhode Island,127960.0,17.0,,,10 to <20,No,2020,Special Education Child Count
Rhode Island,126040.0,17.3,,,10 to <20,No,2021,Special Education Child Count
Rhode Island,124897.0,18.3,,,10 to <20,No,2022,Special Education Child Count
South Carolina,24535.0,6.3,,,<10,No,2000,ADDM Network*
South Carolina,23191.0,6.0,,,<10,No,2002,ADDM Network*
South Carolina,22399.0,5.3,,,<10,No,2004,ADDM Network*
South Carolina,22681.0,8.6,,,<10,No,2006,ADDM Network*
South Carolina,23769.0,11.1,,,10 to <20,No,2008,ADDM Network*
South Carolina,24356.0,12.4,,,10 to <20,No,2012,ADDM Network*
South Carolina,312791.0,3.1,,,<10,No,2000,Medicaid
South Carolina,352715.0,3.2,,,<10,No,2001,Medicaid
South Carolina,376871.0,3.4,,,<10,No,2002,Medicaid
South Carolina,401466.0,3.5,,,<10,No,2003,Medicaid
South Carolina,371453.0,4.1,,,<10,No,2004,Medicaid
South Carolina,371167.0,4.6,,,<10,No,2005,Medicaid
South Carolina,359964.0,5.4,,,<10,No,2006,Medicaid
South Carolina,345656.0,6.4,,,<10,No,2007,Medicaid
South Carolina,346725.0,6.8,,,<10,No,2008,Medicaid
South Carolina,369536.0,6.6,,,<10,No,2009,Medicaid
South Carolina,403235.0,7.3,,,<10,No,2010,Medicaid
South Carolina,423686.0,8.3,,,<10,No,2011,Medicaid
South Carolina,469419.0,8.3,,,<10,No,2012,Medicaid
South Carolina,499149.0,8.6,,,<10,No,2013,Medicaid
South Carolina,544655.0,11.1,,,10 to <20,No,2016,Medicaid
South Carolina,552160.0,13.0,,,10 to <20,No,2017,Medicaid
South Carolina,560869.0,13.9,,,10 to <20,No,2018,Medicaid
South Carolina,559061.0,15.0,,,10 to <20,No,2019,Medicaid
South Carolina,542937.0,15.3,,,10 to <20,No,2020,Medicaid
South Carolina,575798.0,15.7,,,10 to <20,No,2021,Medicaid
South Carolina,599563.0,16.9,,,10 to <20,No,2022,Medicaid
South Carolina,1682.0,11.8,,,10 to <20,No,2011,National Survey of Children's Health†
South Carolina,2943.0,25.0,,,20 to <30,No,2020,National Survey of Children's Health†
South Carolina,1375.0,31.5,,,30+,No,2022,National Survey of Children's Health†
South Carolina,612794.0,1.3,,,<10,No,2000,Special Education Child Count
South Carolina,611633.0,1.5,,,<10,No,2001,Special Education Child Count
South Carolina,625007.0,1.7,,,<10,No,2002,Special Education Child Count
South Carolina,628106.0,1.9,,,<10,No,2003,Special Education Child Count
South Carolina,630448.0,2.2,,,<10,No,2004,Special Education Child Count
South Carolina,627135.0,2.5,,,<10,No,2005,Special Education Child Count
South Carolina,632650.0,2.9,,,<10,No,2006,Special Education Child Count
South Carolina,637191.0,3.4,,,<10,No,2007,Special Education Child Count
